gene_name	beta	se	p_wald	chr	start	end
KIAA0319L	0.04192616	0.05856505	0.4743607	1	35899091	36023551
NCDN	-0.008857183	0.03247341	0.7851456	1	36023074	36032875
TFAP2E	0.01177824	0.01884554	0.5322363	1	36038971	36060929
PSMB2	0.002099019	0.04536899	0.9631153	1	36067185	36107445
C1orf216	0.02984275	0.04873077	0.5405241	1	36179476	36185073
EIF2C4	-0.008360636	0.04017459	0.8352215	1	36273773	36323491
EIF2C1	0.09580168	0.04986569	0.05522003	1	36335409	36395211
EIF2C3	0.0453235	0.04502375	0.3145389	1	36396319	36522063
TEKT2	-0.004356885	0.01170746	0.7099265	1	36549676	36553876
ADPRHL2	0.02552299	0.03998851	0.5235693	1	36554476	36559533
TRAPPC3	0.00991846	0.05037204	0.8439748	1	36602173	36615098
MAP7D1	-0.06329494	0.05127366	0.2175574	1	36621180	36646450
THRAP3	-0.05078748	0.05120095	0.3216674	1	36690017	36770958
SH3D21	-0.01920868	0.01755745	0.2744097	1	36771988	36790484
FAM176B	-0.004731476	0.01255175	0.7063496	1	36787632	36789755
AL591845.1	0.02656988	0.01873333	0.1566594	1	36789335	36794818
STK40	-0.02856721	0.03347959	0.393877	1	36805225	36851497
LSM10	0.0181366	0.02777394	0.5140223	1	36856839	36863493
OSCP1	-0.03419788	0.02154665	0.113048	1	36881428	36916086
MRPS15	-0.01731982	0.04168986	0.6779775	1	36921319	36930038
CSF3R	-0.005760394	0.01020053	0.5724962	1	36931644	36948879
GRIK3	-0.006546855	0.0211081	0.7565571	1	37261128	37499730
MEAF6	-0.03270896	0.04700327	0.4867915	1	37958176	37980375
SNIP1	-0.04456485	0.03147219	0.1573353	1	38002142	38019905
DNALI1	-0.01155331	0.01590893	0.4680133	1	38022520	38032458
GNL2	0.04479193	0.03157466	0.1565769	1	38032417	38061540
C1orf109	0.02629172	0.02525883	0.2983796	1	38147242	38157914
CDCA8	0.02905037	0.01275705	0.02315458	1	38158090	38175391
EPHA10	0.01010919	0.02172009	0.6418061	1	38179552	38230805
MANEAL	0.0180411	0.01845508	0.3287145	1	38259474	38266809
YRDC	-0.02069434	0.02314521	0.3716518	1	38268616	38273857
C1orf122	-0.006484766	0.03505471	0.8533047	1	38272651	38275126
MTF1	-0.01122871	0.03825942	0.7692586	1	38279851	38325292
INPP5B	-0.0289094	0.02304441	0.2101864	1	38326369	38412729
SF3A3	-0.02767903	0.04473963	0.5363886	1	38422647	38456593
FHL3	-0.003500564	0.02121489	0.8690002	1	38462442	38471278
UTP11L	-0.008277058	0.03392125	0.8073149	1	38474930	38490496
POU3F1	0.02457367	0.01637823	0.1340842	1	38509523	38512450
RRAGC	-0.0006901732	0.02832819	0.9805715	1	39303870	39325495
MYCBP	0.01205998	0.0145373	0.4071287	1	39328636	39347289
RHBDL2	-0.005103492	0.02149298	0.8123961	1	39351479	39407471
AKIRIN1	0.02104294	0.03570349	0.5558463	1	39456895	39471731
NDUFS5	-0.03361124	0.03308797	0.3101611	1	39491990	39500308
MACF1	0.01330585	0.03661244	0.7164267	1	39546988	39952849
RP11-69E11.4	0.001120302	0.01564665	0.942946	1	39987952	40011859
PPIEL	0.004267539	0.01061568	0.6878366	1	39997510	40024379
PABPC4	0.03722992	0.03941442	0.345287	1	40026488	40042462
HEYL	0.004581937	0.00836025	0.5838699	1	40089825	40105617
HPCAL4	-0.01475833	0.02888866	0.6096461	1	40144320	40157361
PPIE	0.03105714	0.02731035	0.2559493	1	40157854	40229586
BMP8B	-0.01026427	0.01532925	0.5033999	1	40222854	40254533
TRIT1	0.01302787	0.02265415	0.565473	1	40306708	40349183
MFSD2A	-0.005410495	0.01123454	0.630284	1	40420802	40435638
CAP1	-0.008685672	0.04118278	0.8330386	1	40505905	40538321
PPT1	0.04918367	0.04200886	0.2421854	1	40538379	40563375
RLF	-0.03029535	0.02812112	0.2818078	1	40627045	40706593
RP1-39G22.7	-0.004319927	0.02032564	0.8317672	1	40722099	40723639
ZMPSTE24	0.002244013	0.03580095	0.9500437	1	40723779	40759856
COL9A2	-0.05710207	0.02117688	0.007221826	1	40766159	40783488
SMAP2	9.308687e-05	0.04264857	0.9982593	1	40810522	40888998
ZNF643	0.007951821	0.01551913	0.6085835	1	40915774	40929390
RP1-228H13.5	0.02222111	0.01935918	0.251533	1	40929991	40932436
ZNF642	-0.01841816	0.01409613	0.1918869	1	40942887	40962015
ZNF684	0.01106822	0.01489187	0.4576521	1	40997233	41013841
RIMS3	-0.0191469	0.03850028	0.6191618	1	41086351	41131329
NFYC	-0.06356351	0.04272922	0.1374283	1	41157320	41237275
KCNQ4	-0.02522737	0.02083695	0.2265251	1	41249684	41306124
CITED4	-0.01328568	0.01575026	0.399301	1	41326729	41328018
CTPS	-0.02458994	0.02220956	0.2686975	1	41445007	41478235
SCMH1	-0.0280393	0.03671115	0.4453226	1	41492872	41707826
FOXO6	0.007075339	0.01282224	0.5813064	1	41827594	41849262
HIVEP3	-0.07019873	0.02768349	0.01149399	1	41972036	42501596
FOXJ3	0.02740852	0.05318183	0.6064975	1	42642210	42801548
RIMKLA	0.05106696	0.03630831	0.1601419	1	42846466	42880850
ZMYND12	0.01160518	0.01244514	0.351481	1	42896000	42921938
PPCS	-0.02159178	0.03261851	0.5082794	1	42921788	42948411
CCDC30	0.02727589	0.03088845	0.3775951	1	42929001	43120335
PPIH	-0.002790524	0.02876372	0.9227493	1	43124096	43142429
YBX1	-0.01987811	0.03593712	0.5803935	1	43148098	43168023
LEPRE1	0.02635196	0.03602752	0.4648199	1	43212006	43232755
C1orf50	-0.04093721	0.02194792	0.06268209	1	43232940	43264127
CCDC23	0.02019681	0.01574522	0.2001245	1	43272723	43282954
ERMAP	0.0006594444	0.01674927	0.9686084	1	43282795	43310660
ZNF691	0.0007151285	0.02312366	0.9753395	1	43312280	43318148
SLC2A1	0.01010161	0.0154593	0.5137483	1	43391519	43424539
RP5-848E13.3	0.006468273	0.0135026	0.6320998	1	43424720	43449029
EBNA1BP2	-0.01876729	0.03736867	0.6157123	1	43629846	43727589
TMEM125	0.003735376	0.01304849	0.7747793	1	43735665	43739673
TIE1	0.0005622061	0.01216447	0.9631539	1	43766664	43788779
ELOVL1	-0.002309124	0.02942632	0.9374814	1	43829068	43833697
MED8	0.05330547	0.03526984	0.1312667	1	43849588	43855479
SZT2	-0.004336083	0.03465703	0.9004786	1	43855553	43918321
HYI	-0.03974015	0.0231758	0.08695468	1	43916824	43919660
PTPRF	0.1074596	0.03459596	0.001992557	1	43990858	44089343
KDM4A	0.001713444	0.03752274	0.9635944	1	44115829	44171186
ST3GAL3	-0.02962999	0.04011437	0.4604397	1	44171495	44396831
IPO13	0.06713576	0.04991464	0.1791719	1	44412611	44433694
DPH2	-0.01521475	0.03029793	0.6157465	1	44435672	44439041
ATP6V0B	0.0437726	0.03391656	0.1973819	1	44440159	44443967
B4GALT2	0.0006949466	0.03923706	0.9858754	1	44444615	44456840
CCDC24	-0.01931905	0.03152303	0.5402237	1	44457031	44462200
SLC6A9	-0.02177461	0.01791645	0.2247534	1	44457172	44497139
RP5-1198O20.4	-0.01405882	0.01233153	0.2547493	1	44509600	44570647
DMAP1	-0.004142991	0.04470988	0.9262041	1	44679127	44686353
ERI3	0.01965026	0.05069144	0.6984279	1	44686742	44820932
RNF220	-0.01516788	0.0450068	0.7362347	1	44870866	45117396
TMEM53	-0.007431263	0.02379647	0.754942	1	45100910	45140227
C1orf228	0.007544456	0.01742386	0.6651864	1	45140364	45191263
RPS8	0.1314969	0.04879512	0.007255183	1	45240923	45244451
BEST4	0.002165745	0.0112116	0.8468966	1	45249257	45253377
PLK3	-0.003766157	0.01729579	0.8277042	1	45265897	45271662
BTBD19	0.009716715	0.01807264	0.5910361	1	45274154	45281257
PTCH2	-0.003869811	0.02686589	0.8855199	1	45285516	45308735
RP5-882O7.1	-0.002868959	0.01088996	0.7923018	1	45309593	45309754
EIF2B3	-0.01176403	0.0310676	0.705086	1	45316450	45452282
HECTD3	-0.003289949	0.04499515	0.9417387	1	45468212	45477001
UROD	0.03078119	0.05096535	0.5461154	1	45477819	45481247
ZSWIM5	0.02153343	0.02675731	0.4212986	1	45482071	45771881
MUTYH	-0.006906454	0.03477872	0.842662	1	45794835	45806142
TOE1	0.020156	0.02080035	0.332957	1	45805342	45809647
TESK2	-0.003111592	0.01669866	0.852248	1	45809555	45956872
MMACHC	0.04915229	0.02638825	0.06303944	1	45965725	45976739
PRDX1	0.08068192	0.03149649	0.01068216	1	45976708	45988719
AKR1A1	0.002785381	0.03435372	0.935408	1	46016215	46035721
NASP	-0.03378534	0.04129764	0.4136554	1	46049518	46084566
GPBP1L1	0.001225262	0.05086951	0.9807924	1	46092976	46153785
RPS15AP10	-0.006956968	0.01032621	0.5007707	1	46111488	46111869
TMEM69	0.02182853	0.02633186	0.4074739	1	46152886	46160115
IPP	0.01911469	0.02327283	0.4118112	1	46159996	46216322
RP11-767N6.7	0.02853646	0.01734763	0.1005417	1	46160356	46162747
MAST2	-0.01750104	0.04155204	0.6737844	1	46252659	46501896
PIK3R3	-0.0307105	0.01932134	0.1125271	1	46505812	46642160
POMGNT1	-0.009243943	0.04254761	0.8280848	1	46654354	46685977
LURAP1	0.01319464	0.01391937	0.3435768	1	46669006	46686933
RAD54L	0.003563082	0.01307303	0.7852991	1	46713360	46744145
LRRC41	0.01999755	0.0488701	0.6825525	1	46726868	46769280
UQCRH	-0.01829146	0.04106537	0.656188	1	46769303	46782448
NSUN4	-0.002993536	0.03619865	0.934122	1	46805849	46830824
FAAH	0.005207351	0.02622275	0.8426631	1	46859937	46879520
RP5-1109J22.1	-0.004307688	0.007803059	0.5811359	1	46897801	46911374
MKNK1	-0.01525526	0.02926264	0.6023508	1	47023090	47082515
MOB3C	-0.01680433	0.02012646	0.4041131	1	47073387	47082563
ATPAF1	-0.004406946	0.03775168	0.9071123	1	47098409	47139539
KIAA0494	0.04331109	0.04457488	0.3316498	1	47124366	47184824
CYP4X1	0.009037373	0.0241931	0.7088808	1	47427036	47516423
TAL1	-0.003401975	0.01305333	0.7944814	1	47681963	47697892
STIL	0.006557216	0.01393446	0.6381291	1	47715811	47779819
CMPK1	-0.006878216	0.04272387	0.8721581	1	47799469	47844511
SPATA6	-0.01743539	0.02064663	0.3987733	1	48761044	48937845
BEND5	-0.01269456	0.02581893	0.6231428	1	49193195	49244275
ELAVL4	0.007456193	0.03449296	0.8289382	1	50513686	50669458
FAF1	-0.05949793	0.05031449	0.2375064	1	50905150	51425935
CDKN2C	0.004863933	0.01862136	0.794034	1	51426417	51440305
RNF11	-0.0341387	0.05396716	0.5272671	1	51701943	51739127
TTC39A	-0.01317554	0.01868894	0.481112	1	51752930	51810788
EPS15	-0.017461	0.04421129	0.6930359	1	51819935	51985000
OSBPL9	-0.04736514	0.03800131	0.2131414	1	52042851	52254889
NRD1	0.0213788	0.05499025	0.6975924	1	52254863	52344477
RAB3B	0.005487924	0.009124161	0.547772	1	52373628	52456436
TXNDC12	0.04398203	0.03980048	0.2696121	1	52485803	52521843
KTI12	-0.01168856	0.01794061	0.5149848	1	52497775	52499488
BTF3L4	0.02591146	0.047458	0.5852946	1	52521797	52556388
ZFYVE9	0.03272357	0.04079672	0.4228316	1	52608046	52812358
CC2D1B	-0.01594354	0.03715642	0.6680227	1	52811395	52831865
PRPF38A	0.03667077	0.04510075	0.4165183	1	52870236	52883992
ZCCHC11	-0.05136111	0.03457861	0.1380216	1	52873954	53019159
GPX7	-0.007103012	0.0166666	0.6701406	1	53068044	53074723
SELRC1	-0.001260663	0.03134828	0.9679364	1	53152508	53164038
ZYG11B	0.00561168	0.0359304	0.8759465	1	53192126	53293014
ECHDC2	0.01552369	0.03034239	0.6091228	1	53361656	53392884
SCP2	0.04212738	0.0417481	0.3133744	1	53392901	53517375
PODN	0.006143185	0.01042317	0.555848	1	53527854	53551174
SLC1A7	0.001387303	0.002866122	0.6285523	1	53552855	53608289
CPT2	0.004272812	0.01671498	0.7983332	1	53662101	53679869
C1orf123	-0.022815	0.03111657	0.4637401	1	53679771	53686289
MAGOH	0.0457951	0.03319607	0.1682868	1	53692564	53704282
LRP8	-0.009572931	0.02094021	0.6477385	1	53711217	53793742
TMEM48	-0.04260266	0.02402782	0.07676889	1	54231133	54304533
YIPF1	0.02264672	0.02871058	0.43057	1	54317392	54356407
HSPB11	-0.0641953	0.02880515	0.02624066	1	54387234	54411975
LRRC42	0.0006072656	0.02368288	0.9795525	1	54411750	54433841
TMEM59	0.05715431	0.0551012	0.300067	1	54497347	54519177
TCEANC2	-0.0187838	0.02890777	0.5161012	1	54519260	54578192
CYB5RL	0.01629808	0.01653417	0.3247003	1	54638009	54665709
MRPL37	-0.0461914	0.03453516	0.1816025	1	54649714	54686603
SSBP3	0.01613974	0.03679816	0.6611212	1	54692190	54879152
C1orf191	0.003276565	0.01287035	0.7991401	1	54703710	54704736
ACOT11	0.002932634	0.01701749	0.8632406	1	55007930	55104865
FAM151A	-0.01676357	0.01162618	0.1499009	1	55074855	55089229
HEATR8	-0.0003508349	0.01230014	0.9772554	1	55107459	55207981
PARS2	-0.008512894	0.01606084	0.5962962	1	55222571	55230187
DHCR24	0.01241255	0.01852926	0.5032075	1	55315300	55352921
USP24	0.005714209	0.0447878	0.8985244	1	55532032	55681039
PPAP2B	-0.01676442	0.0189901	0.3777285	1	56960419	57110974
PRKAA2	-0.02454502	0.02954012	0.4063856	1	57110995	57181008
OMA1	0.0282649	0.01961174	0.1500864	1	58881056	59012474
MYSM1	0.06301672	0.02984914	0.03520473	1	59120411	59165764
JUN	-0.007749831	0.01566424	0.6209751	1	59246465	59249785
HOOK1	-0.02379692	0.02741133	0.3856926	1	60280458	60342050
CYP2J2	0.001238541	0.01463756	0.9325989	1	60358980	60392462
RP11-776H12.1	0.004493742	0.01288034	0.7273091	1	61005921	61106163
NFIA	-0.009287123	0.03404249	0.7851011	1	61330931	61928465
TM2D1	-0.01888521	0.03525514	0.5923998	1	62146717	62191095
INADL	0.02557519	0.0255934	0.3180913	1	62208149	62629592
USP1	-0.004398822	0.03667515	0.9045741	1	62901968	62917475
DOCK7	0.01268562	0.03210621	0.6929106	1	62920399	63153969
ATG4C	-0.01928834	0.0279465	0.4903651	1	63249806	63339980
ALG6	-0.02603846	0.01937175	0.1794514	1	63833261	63904233
ITGB3BP	-0.0003829516	0.007983524	0.9617592	1	63906441	64059392
EFCAB7	-0.0270555	0.02448262	0.2696002	1	63989043	64038364
PGM1	-0.01675359	0.02911547	0.5652417	1	64058916	64125916
CACHD1	-0.01303283	0.02174061	0.5491049	1	64936428	65158741
RAVER2	-0.01074626	0.02870278	0.7082516	1	65210778	65298915
JAK1	0.005242415	0.03417797	0.8781499	1	65298912	65432187
RP11-182I10.3	-0.002768387	0.01360491	0.8388312	1	65437908	65468159
AK4	-0.0248926	0.02458735	0.3117818	1	65613232	65697828
DNAJC6	-0.001044739	0.0364922	0.9771707	1	65713902	65881552
LEPROT	-0.004862315	0.02097637	0.8167792	1	65886270	65901690
LEPR	0.04169801	0.01370546	0.002457887	1	65886248	66107242
PDE4B	0.008423075	0.02480709	0.7343293	1	66258197	66840259
SGIP1	-0.009728361	0.0264222	0.712873	1	66999066	67213982
TCTEX1D1	-0.006349925	0.0106423	0.5509724	1	67218142	67244470
WDR78	-0.005022933	0.01621946	0.7569165	1	67278568	67390570
MIER1	-0.0705688	0.04100446	0.08580856	1	67390578	67454302
SLC35D1	-0.009862112	0.02429163	0.6849081	1	67465015	67519782
IL12RB2	-0.0007842336	0.01274172	0.9509446	1	67773047	67862583
SERBP1	0.001072996	0.0556405	0.9846211	1	67873493	67896098
GADD45A	0.003502508	0.01235507	0.776909	1	68150744	68154021
GNG12	-0.03240422	0.022773	0.1553215	1	68167149	68299150
DIRAS3	-0.003186746	0.01117602	0.7756424	1	68511645	68517314
WLS	-0.04041237	0.02067067	0.05107854	1	68564142	68698803
LRRC7	-0.005455522	0.03580697	0.8789591	1	70034081	70589164
AL391728.1	0.0009600955	0.007813024	0.9022435	1	70345274	70345507
LRRC40	0.01162488	0.02855632	0.6841021	1	70610488	70671303
SRSF11	-0.03782108	0.03809517	0.3212384	1	70671365	70718735
ANKRD13C	-0.03240435	0.03743347	0.3870559	1	70726271	70820417
HHLA3	0.01581746	0.01749317	0.3662783	1	70820488	70851022
CTH	-0.01560458	0.01692302	0.3568821	1	70876901	70905534
ZRANB2	-0.0004549791	0.04718379	0.9923098	1	71528974	71546980
NEGR1	-0.0132192	0.02704402	0.6251745	1	71868625	72748417
FPGT	-0.01624087	0.0149414	0.2775222	1	74663922	74699770
C1orf173	-8.889491e-05	0.02727588	0.9974008	1	75033795	75139422
CRYZ	0.00326513	0.00985438	0.7405146	1	75171170	75199092
TYW3	-0.01700012	0.02283125	0.45683	1	75198836	75232362
ACADM	-0.0091378	0.03439742	0.7906048	1	76190036	76253260
RABGGTB	-0.03644475	0.0351497	0.300261	1	76251879	76261100
ST6GALNAC5	-0.005771215	0.02219104	0.7949067	1	77333126	77531396
PIGK	-0.01563647	0.03281447	0.633898	1	77554675	77685115
AK5	0.025779	0.03000933	0.390694	1	77747736	78025651
ZZZ3	-0.06239715	0.0382764	0.1036333	1	78028101	78149104
USP33	-0.06421065	0.05357865	0.2312592	1	78161672	78225537
FAM73A	0.03512908	0.03816926	0.3577904	1	78245309	78344106
NSRP1P1	-0.003664392	0.01227876	0.7654843	1	78312793	78314487
NEXN	-0.02722064	0.01507761	0.07155979	1	78354198	78409580
FUBP1	-0.01227325	0.03575771	0.7315529	1	78409740	78444794
DNAJB4	0.002340405	0.02448451	0.923883	1	78444859	78483648
IFI44L	-0.00172634	0.006065251	0.7760355	1	79085607	79108484
IFI44	0.01307467	0.0101209	0.1969485	1	79115481	79129763
ELTD1	0.0217836	0.0141482	0.1242109	1	79355449	79472403
LPHN2	-0.02581144	0.02796391	0.356395	1	81771845	82458107
TTLL7	0.007649645	0.03269416	0.8150901	1	84330711	84464833
PRKACB	0.02412266	0.05296176	0.6489473	1	84543745	84704181
RPF1	-0.04169089	0.03190182	0.191806	1	84944942	84963473
GNG5	-0.0220754	0.02394116	0.3568939	1	84964008	84972248
CTBS	-0.001503163	0.01568417	0.9236827	1	85018804	85040163
SSX2IP	-0.009026196	0.04011679	0.8220638	1	85109390	85156486
LPAR3	-0.01683078	0.006677886	0.01200281	1	85277285	85358896
C1orf52	-0.01279686	0.03340971	0.7018458	1	85715639	85725355
BCL10	0.01459551	0.02015539	0.4692797	1	85731931	85743771
DDAH1	-0.0310935	0.03613691	0.3899209	1	85784168	86044046
CYR61	0.005769545	0.007778912	0.4585892	1	86046444	86049645
ZNHIT6	0.01524491	0.02986421	0.6099225	1	86115106	86174116
COL24A1	0.01952417	0.009698055	0.04457626	1	86194916	86622626
ODF2L	0.02598277	0.02886468	0.3684272	1	86786611	86862025
CLCA4	-0.005032892	0.01044794	0.6302011	1	87012761	87046437
SH3GLB1	0.01867443	0.042369	0.6595609	1	87170259	87213867
RP4-604K5.1	0.03127631	0.0324846	0.3360658	1	87328132	87380107
HS2ST1	-0.01426498	0.03386266	0.6737287	1	87380331	87634887
LMO4	0.02681184	0.03693514	0.4681963	1	87794151	87812788
PKN2	0.02983663	0.03661823	0.4155355	1	89149905	89301938
GTF2B	0.001612303	0.02855348	0.9549909	1	89318615	89357627
CCBL2	0.01279	0.01176001	0.2772516	1	89401456	89458636
RBMXL1	0.03040469	0.02911622	0.296824	1	89445139	89458643
GBP3	-0.007253082	0.006286177	0.2490738	1	89472349	89488577
GBP1	0.003121519	0.007433676	0.6747097	1	89518002	89531043
GBP2	0.02464398	0.009098579	0.006966672	1	89571815	89616139
GBP4	0.0032652	0.007047024	0.6432994	1	89646831	89664615
LRRC8B	-0.004431921	0.03274332	0.8923816	1	89990395	90063423
RP5-1007M22.2	0.01397353	0.016572	0.39948	1	90048800	90098453
LRRC8C	-0.01166662	0.02652553	0.6602346	1	90098631	90398809
LRRC8D	0.046755	0.03678321	0.2042278	1	90286573	90402170
ZNF326	-0.009080637	0.03542197	0.7977711	1	90457722	90494097
RP4-665J23.1	0.01668127	0.01998827	0.4043292	1	91295104	91317207
ZNF644	0.00161337	0.0386034	0.9666784	1	91380859	91487829
CDC7	-0.03573388	0.01533225	0.02013066	1	91966404	91991321
TGFBR3	0.005609476	0.01890253	0.7667626	1	92145902	92371892
EPHX4	-0.01369974	0.02291274	0.5501448	1	92495539	92529093
BTBD8	-0.01904246	0.01415793	0.1791747	1	92545862	92613393
KIAA1107	0.0255192	0.03063696	0.4052292	1	92632542	92650280
GLMN	-0.0124256	0.02675541	0.6425331	1	92711959	92764544
RPAP2	-0.005954646	0.04335765	0.8908137	1	92764522	92853730
EVI5	0.01467589	0.03419839	0.6679884	1	92974253	93257961
RPL5	0.06461846	0.05158404	0.2108495	1	93297597	93307481
FAM69A	-0.02362666	0.03470045	0.4962353	1	93307724	93427079
MTF2	-0.009257652	0.03627996	0.7986845	1	93544792	93604638
TMED5	0.02440982	0.02800956	0.3838686	1	93615299	93646285
CCDC18	-0.02956682	0.01824367	0.1056591	1	93645476	93744287
RP4-717I23.3	-0.01651827	0.01256638	0.1892284	1	93727743	93811582
DR1	0.0118844	0.0335925	0.7236375	1	93811445	93828149
FNBP1L	-0.01489499	0.02702441	0.5817407	1	93913658	94020218
BCAR3	-0.02509278	0.02183488	0.2509669	1	94027347	94312706
DNTTIP2	0.02980558	0.03699166	0.4207397	1	94333373	94345474
GCLM	0.02511598	0.02488288	0.313239	1	94350761	94374966
ARHGAP29	0.01624549	0.02026149	0.4230173	1	94614544	94740624
ABCD3	0.008686035	0.03617777	0.8103468	1	94883933	94984222
F3	0.01326808	0.01183009	0.2625381	1	94994781	95007356
SLC44A3	0.0192323	0.01172119	0.1014036	1	95285898	95360802
CNN3	0.02495264	0.02279488	0.2741413	1	95362507	95392834
RP4-639F20.1	-0.03301166	0.01659615	0.04717984	1	95393122	95428826
ALG14	-0.01454943	0.02608386	0.57721	1	95448297	95538501
TMEM56	0.006653623	0.0298878	0.8239133	1	95582894	95663163
RP11-286B14.1	-0.0001212117	0.01137431	0.9915012	1	95975716	96247898
PTBP2	-0.07836955	0.03774135	0.03830903	1	97187221	97280349
MIR2682	0.001917507	0.01870896	0.9184037	1	98508913	98511014
SNX7	-0.02894268	0.01958581	0.1400465	1	99127236	99226056
LPPR5	0.01611109	0.02259679	0.4761575	1	99355806	99470588
RP4-788L13.1	-0.02519849	0.0249443	0.3128451	1	99729509	99775146
PALMD	0.02608236	0.01125823	0.0208819	1	100111499	100160097
AGL	-0.005744911	0.02604034	0.8254728	1	100315640	100389579
SLC35A3	0.01512747	0.02752112	0.5827687	1	100435345	100492535
HIAT1	0.04835061	0.03187684	0.129889	1	100503653	100548933
SASS6	-0.02046927	0.01651425	0.2156884	1	100549119	100598511
CCDC76	0.01089843	0.02489604	0.6617326	1	100598706	100616053
LRRC39	0.01867979	0.01331847	0.161312	1	100614409	100643771
DBT	0.0642631	0.03434685	0.06187141	1	100659634	100715390
RTCD1	-0.01931503	0.03497851	0.5810361	1	100731763	100758325
GPR88	-0.01814118	0.0147316	0.2186784	1	101003693	101007574
EXTL2	0.02132126	0.03087008	0.4900577	1	101337943	101361554
SLC30A7	0.03382346	0.02568568	0.1884429	1	101361632	101447309
DPH5	-0.01100863	0.02804233	0.6947867	1	101455179	101491644
RP11-421L21.3	0.006393684	0.01113901	0.5662072	1	101491409	101552821
S1PR1	0.0001433263	0.02143491	0.9946673	1	101702444	101707074
OLFM3	0.000620075	0.02286319	0.9783729	1	102268127	102462586
COL11A1	0.02494926	0.01750678	0.1546857	1	103342023	103574052
RNPC3	0.03687118	0.02192514	0.09319357	1	104068313	104097854
AMY2B	0.01271719	0.02204588	0.5642742	1	104096437	104122156
PRMT6	-0.01542139	0.02001393	0.4413123	1	107599267	107601916
NTNG1	0.02737098	0.02291275	0.2327647	1	107682629	108026080
SLC25A24	-0.008347555	0.01261002	0.5082607	1	108676658	108743471
FAM102B	0.0065244	0.02694269	0.808747	1	109102711	109187522
HENMT1	0.01175279	0.02202349	0.5937992	1	109190912	109204148
PRPF38B	0.01510576	0.03974572	0.7040465	1	109234945	109244425
STXBP3	0.06254616	0.04325252	0.1487231	1	109289296	109352148
GPSM2	-0.001851595	0.025227	0.9415164	1	109417972	109473044
